participant_id	session_id	lh_bankssts_thickness	lh_caudalanteriorcingulate_thickness	lh_caudalmiddlefrontal_thickness	lh_cuneus_thickness	lh_entorhinal_thickness	lh_fusiform_thickness	lh_inferiorparietal_thickness	lh_inferiortemporal_thickness	lh_isthmuscingulate_thickness	lh_lateraloccipital_thickness	lh_lateralorbitofrontal_thickness	lh_lingual_thickness	lh_medialorbitofrontal_thickness	lh_middletemporal_thickness	lh_parahippocampal_thickness	lh_paracentral_thickness	lh_parsopercularis_thickness	lh_parsorbitalis_thickness	lh_parstriangularis_thickness	lh_pericalcarine_thickness	lh_postcentral_thickness	lh_posteriorcingulate_thickness	lh_precentral_thickness	lh_precuneus_thickness	lh_rostralanteriorcingulate_thickness	lh_rostralmiddlefrontal_thickness	lh_superiorfrontal_thickness	lh_superiorparietal_thickness	lh_superiortemporal_thickness	lh_supramarginal_thickness	lh_frontalpole_thickness	lh_temporalpole_thickness	lh_transversetemporal_thickness	lh_insula_thickness	lh_MeanThickness_thickness	rh_bankssts_thickness	rh_caudalanteriorcingulate_thickness	rh_caudalmiddlefrontal_thickness	rh_cuneus_thickness	rh_entorhinal_thickness	rh_fusiform_thickness	rh_inferiorparietal_thickness	rh_inferiortemporal_thickness	rh_isthmuscingulate_thickness	rh_lateraloccipital_thickness	rh_lateralorbitofrontal_thickness	rh_lingual_thickness	rh_medialorbitofrontal_thickness	rh_middletemporal_thickness	rh_parahippocampal_thickness	rh_paracentral_thickness	rh_parsopercularis_thickness	rh_parsorbitalis_thickness	rh_parstriangularis_thickness	rh_pericalcarine_thickness	rh_postcentral_thickness	rh_posteriorcingulate_thickness	rh_precentral_thickness	rh_precuneus_thickness	rh_rostralanteriorcingulate_thickness	rh_rostralmiddlefrontal_thickness	rh_superiorfrontal_thickness	rh_superiorparietal_thickness	rh_superiortemporal_thickness	rh_supramarginal_thickness	rh_frontalpole_thickness	rh_temporalpole_thickness	rh_transversetemporal_thickness	rh_insula_thickness	rh_MeanThickness_thickness
B0001	1	0.6118630414178333	0.3785223360382159	0.7152201047922332	0.20060842560541176	1.554626036442695	0.04342485860935117	-0.6112040225523054	0.03904911397765234	1.5062997462137717	-0.16836210912647984	1.818768263868875	-0.7405280338823795	1.126003082970549	-0.6540545236957779	-0.48903368210099546	1.2514078145753276	0.1551055926075638	1.8532653898435374	-0.5255967476667986	-0.012618653185148694	-0.4802162256275474	-1.504403696731323	-0.8522129091959009	0.08970086912126549	1.3370225078014957	-0.7005679422287909	1.2254851408434322	0.36801507718004095	-0.8485925635199477	-0.10370961479375602	-2.1232944670761653	2.007259172044599	-2.567685084293861	1.6078634580427396	-0.9718304676083437	-1.0042864898822625	-0.42887802439313094	0.639563031866876	-0.43578061886900415	0.426826457520226	0.1308989003230409	0.009395297300283137	0.32933604517777587	-0.5832280060376701	-2.282013841184954	-0.8159178206203014	0.645123063345244	0.29180965678053367	-0.6450986956995239	0.7735163930002534	-1.7480571516641457	-0.02228480662152308	-0.4225427870804919	-0.2310790520962789	0.465590136842246	-1.3636929765956136	-0.2942317043229299	-0.057863737785162454	1.1446260486368285	-1.4931533628224383	-0.10299582948485951	2.0526223656789897	0.6546772040770656	-0.06044791444850604	0.32702905856153924	0.7083745990508922	-1.3807842827187145	0.6092877797977119	0.18809374102263068	0.20772332664769658
B0002	1	0.031534198298837496	0.19397420994476391	-1.8982634533428115	1.2390947719844887	0.31538718856468195	-0.05432640807882147	-1.2268141086642368	2.5246585782391255	1.3678998657456536	0.4030381552469476	0.26139932521115344	0.3282084060429695	-0.17709513289351356	0.819319893308776	-2.010542011418843	0.11634891573686733	0.12143989797989906	-0.9991256654822271	0.07503474121926194	0.8135200465918575	0.623699592248848	1.1702379257149913	-0.4648177305503641	1.3454255810087214	-0.7005756548665023	-0.45517509484435914	-0.18804709921344728	-0.317890821779527	-0.6198859294214926	-0.8390484283251551	0.7183608262895802	-0.4244257014166872	-1.1196423589214235	-0.47229183460324714	-0.7534890681597898	-0.8431232765801667	-1.2101854127891125	-0.018876680060713958	-0.317126609235543	-0.3357196925487959	1.036131969243948	0.8962145854462699	0.02809402930056841	0.12259324978667945	-1.0692327203400513	-0.08534609701662631	-0.5001985908256008	1.0861345616953717	-1.2478429006479959	-2.1278244013273957	0.454025546179054	0.631413180654126	0.40779941960591115	0.45155063154350356	0.4405644982917591	0.7280322330479202	0.6179924795387296	-1.0336080885457537	-1.2482554654637754	0.3006002157997448	1.3399340556512707	-0.6617671545868952	-0.37635345200831605	0.6575923491420722	-0.48242320152331797	-0.30857455207361645	-0.9552249133853451	0.31291336815820775	0.013630866658555221	-1.012223477229173
B0003	1	0.9373786142676253	1.9596168435241497	2.4026532314178244	2.134072720994642	0.9643441411530239	-0.006293485268799851	-0.5583255340985308	-1.464662408866367	-1.1656371278353526	-0.3873949526035034	0.5281707120837015	0.9698258859828569	-0.07245968736212395	-1.8829967019685776	1.0342581069566492	-0.3085183964262969	0.22347929612587347	0.8531543102806094	-2.2410736916963896	-1.1251571565033958	-1.4081783194788455	0.39063227679287654	0.5090578177428932	-1.2063403775897144	1.9002698613181632	-0.5903526205412225	0.7362869419570945	0.6502498059298939	-1.6702813322510244	-0.5396821441727957	0.790342320301266	-1.4260734710817768	0.6726171970324295	-2.0307065465251206	-0.14613249378002424	0.08849043706112975	0.8375225638363096	0.47701268600721175	-1.7320199941107877	-0.46093453264216494	0.647810134271072	1.2467677494828318	0.2310275411757302	-1.1521954521746587	0.8021636962577642	-0.9187788933232166	-0.8579788498268339	0.2797629714012916	0.6406489125680581	-0.7182474645398557	-1.3328371095171023	1.7980280016388697	1.4924009492372299	0.8762770113658835	-0.6260996736320044	0.9702122589599861	-0.30988565476276847	-2.814011264170802	0.8416052471620481	0.6989618737188655	-0.5102234922246733	1.19734976011968	-0.19872224923151802	0.07914471347378031	-0.5608858601584207	2.254869491238222	1.4176086197368665	-0.18974897820530162	-0.9327342103442804	-0.026305288416442023
B0004	1	-0.6580328926779861	-0.1890031107777063	0.0530426693078567	1.6259429544801485	-0.2887150233616338	-0.8213037402884136	-0.3178945411792287	1.2488535417892508	-0.04949839831417071	1.4136241025629923	-0.21129826375720198	-0.498890079433515	-1.5076958967282061	-1.6946265975386	-1.0831626519570599	0.5759994801620937	-0.5320982588387598	-0.12547511126389504	1.411514933030569	-0.4758588670249143	-0.7627524180697633	1.458643306594044	-0.4390306329643278	0.46624894968580016	-0.83935720335248	0.8603802278443275	0.8178974838430472	0.7284100636626202	-1.1106452646591378	-1.5139025598792137	-0.8005783925592175	0.40217515865044506	0.9191370331003496	0.9484551638058368	-1.3808258065849797	0.18924325602240846	0.9270416106680498	-0.5231908658606809	0.8223396073645864	0.31256714162531013	-1.4863289945994584	0.6472378508467238	1.2136561063943168	-0.18838113314444135	0.16263739189810042	-0.3970948707760914	-0.912392030623174	-0.4409848877842671	-0.9090197004848751	0.01089924089372705	-0.9402779601033442	2.8328636171879227	-1.1469476640848797	0.8466905810600817	1.0167013711431294	0.7874752058389881	1.9236699923760396	0.938130618425776	-0.466854585336905	1.5553006077531262	-0.047463348916202755	-0.858700577909051	0.8919916565823854	-0.2248424447283956	-0.9453044553315855	-0.12153154012153825	-0.11647525307722888	-0.463005590154638	-0.019282476356174808	-1.0958374543760732
B0005	1	0.661355290429131	-0.26815681120813395	0.8708658258827568	0.41472648136539936	-1.4466931725335324	-2.0416419578933054	0.04439485096506141	-1.0635875616321906	0.7088237245665528	0.09198246460470008	-0.3582274158720413	0.8311745651383862	0.7366662204697303	-0.7226511824786503	0.8392601343247257	0.906609151994184	-0.5605013556443509	0.28051883442801184	-0.9545298123043318	-0.1652023041708108	0.5474813845653856	-0.9037111936301739	-0.8471552701175986	-0.5850993137054358	-0.7757240143509303	0.7307205648088424	-0.8417548728739216	0.7609361418471619	0.8962689303303214	0.29849259567991243	0.1563720202422219	-0.3174072802155962	-2.7753346560235865	-0.05721420410144505	-0.7172419036669553	-0.4717328035927386	-0.48969261955438714	-1.532715947673773	0.14300942520813423	0.15576970397758974	1.307482574427081	0.3810803900521639	1.0396991153154775	1.1615299186579937	-1.1070624734815828	-0.6156383942039808	0.7630454595434698	-0.554946283905188	-1.1567119772403058	-0.3498265544624285	-0.36608837080690715	-0.2915654288117821	-0.5967048922858192	-1.1325426076761813	-1.9399224019633627	0.3506831539858449	0.8624275817414527	0.5802111293047386	-0.35763026695040623	0.33800724347655775	0.9812057701299008	-1.806524157599831	1.1749452793524495	-0.8417797467818827	1.0767599591221684	-0.6953324712999029	-0.13271388049972996	-1.2792201917633208	1.7181038569248697	-0.08949282644775132
B0006	1	1.256814870885237	0.36084016272310737	0.012468641632795496	0.19111358414984242	0.8876510144086983	-0.09685728907946073	0.594125784015021	-1.4983334871723237	0.22926078661856492	-1.0128847889840895	-0.3528086094434307	0.5928616420365804	-0.5851594934654365	2.0120561918691062	-1.498125712652929	0.49104007683840106	-0.2591412731607594	2.536841449282629	-0.008484287288576383	-0.07070538077179767	-2.2414024098032135	-1.2074847379161588	0.9401196596055514	1.516602811011308	-0.39767340347757296	0.10053839518615211	0.8002879604276927	0.29898540192267936	1.3536817273994632	0.34664896895254027	0.9396522746549991	-1.0877920950212692	-1.1557352327067876	-0.3747078642053253	-0.19442670400947745	-1.0596563314832221	0.34614712257401453	1.0226359422780433	0.17609636919271285	0.14980744045994904	-0.06446885043950991	0.28791014145419164	0.727272909938339	0.06566803153694337	0.9976347282096071	-0.08093508570681021	-0.17623114307517163	-0.4066970109675225	0.4421274232248333	-0.15044473136825387	2.1267564804695285	-0.40034526314898594	-0.37236735014757005	-0.13311049399446845	0.17113127423949015	-0.891589574336487	-1.662943244550694	0.3042050983019561	-0.14711960254879128	-0.40659902544779397	0.08521573989657767	-0.22055674761208416	-0.5817677746518417	0.7701670565900521	0.03511315441700601	-0.6067217416063346	-0.12789498095249321	-1.6075743814973689	-1.7478666338375217	1.149430525872646
B0007	1	-1.348346425093432	0.022065880004595074	1.0374457846894933	0.20098206470214064	0.1530651334144008	-1.453530122689307	0.6337451767263371	-0.13272190355437608	-0.5042722610456087	0.8299196884876153	0.8550813454039423	0.6787333587640496	-1.0839568366423753	-0.6576444607185065	-0.1912891666806225	1.0975738824412078	-1.5213454709682637	-1.2260386834004653	-1.4628296434572174	0.049430132343177835	-0.3764023729894978	-0.611071378436399	-0.22503341032755642	0.013689658923885491	0.2705329513777339	-0.8463419739704772	0.3879766000100471	-1.0206505327999962	0.8412529637777043	0.08365999168072887	-0.1499567747362868	-0.057839966099351374	-0.2763120419390611	0.9426573007007607	-0.9853635265855498	0.34326795212592287	0.24151796465710593	0.6251173451185639	-1.007297039224508	1.2137578911585014	-0.2019261415684817	-2.025459308495224	1.515637868626623	-0.351770463529467	-0.19408020679074073	-2.6617022375925385	-0.6395663165844685	1.606751981620982	0.5931648214176818	1.7275186752918381	0.24150957532884315	-0.5679180504165433	-1.1736079306821057	0.5848554384635843	0.9374187813810003	0.8929991955679929	-0.47114188637755333	-0.2292056161125284	1.0793063062886383	0.5136094844282927	-1.9464188133634706	-0.13460534128720972	0.28549187123285696	-0.8274631992350439	0.4458551547428849	-0.9431571506432985	0.7823658295718285	-0.03268734157020555	0.8193888485464597	-0.5554405005011159
B0008	1	0.30601821958250075	-1.029126389594996	-1.0365987037235258	0.24221646120420393	0.4329079271438827	-0.00342855458506455	-0.40921798454027025	0.3953240970835146	0.16556973924340984	-1.37277358820486	0.626212043931247	-0.9342160137341412	0.012092208595244416	0.9528965036679157	-0.8649891216865804	-0.5373426738358734	0.674018053663442	-0.15983475417631277	0.2542096893879735	-0.7177226816597359	1.2042593751987498	1.6433463622689586	-0.7263480503436806	0.5378602559845884	-0.9203339050494579	0.9757854943124947	0.5259487850253054	-1.357895046723783	-0.8085500923744477	0.403990931145708	0.11714169918966948	0.7139339112346972	0.6352149633768169	-0.7504122325486722	-1.5674804805460043	0.047123727891457995	-0.9307382400089885	0.6185854469283678	2.266275803552948	-0.014808196606466598	0.38841385082746455	-0.8048523447769835	1.1981673967800268	-0.1471767522120511	-1.0057686870831193	-1.5495278228114886	-0.3522858813717672	0.5546977716424557	0.8522494086183962	-0.6272618164436297	0.7943392281991686	1.999810476508369	-0.1031599740231695	0.9342267338352189	0.2666094595002403	-0.7262132345987101	0.13541362959542086	0.9018551153717268	0.018046133927585434	0.653300434875734	0.6006532001133266	-0.23074045817931604	0.5393107449098452	0.7144267354885955	-2.1736441267180613	-0.9748850097635758	-0.5026012332350899	-0.529622025349176	0.7410567715091243	0.48198354773847846
B0009	1	1.2195956673187585	-0.28979174002779684	0.7423040866514141	-0.5376477813920072	-1.7969380929199312	-0.3220133208220123	-0.9689429169269392	-0.9441977296784888	-0.2623437826899137	-0.21038864859636108	0.1148892346505292	-0.4902907767287304	0.92723443742666	-1.171517047242274	0.6546076654605693	-0.7527808321096804	0.6112611936736041	1.4770608826714624	0.2238948504959067	1.6627278770578235	-1.5607856902716153	-1.1579317633039943	0.09127915729728714	-1.1985180360139376	0.18643062358762325	-1.8407345027923885	-1.0393677392242562	0.6948447879710119	1.3508166579823284	0.17129383618403493	1.6078177640256	-0.9942961212056192	-0.7801992931516276	0.25521433922978365	1.2134395464862253	-0.3970470490113763	0.16530008030019902	1.4748244070174745	0.35791649056643393	1.326647014323242	0.0320853145190578	1.1711605366648148	-0.1556260802551516	2.3213435127196775	1.1335088862657472	0.9299847426324425	-0.9917886773032445	1.1149753774235558	0.8683763041058522	0.8171486124252787	1.4417098668475823	1.3177775326523253	-1.8473183823968409	-0.9546827629611512	0.8402812520646986	0.5958647919388236	0.717971538844643	0.19793142768966523	-0.38510890395417646	-0.7900236832322708	-0.644763932608664	-0.1288068695675015	0.6897571899940893	0.14813011949465218	0.5782783156256591	1.1580603270774268	2.720317690275719	0.15119835094073328	0.20492555136531557	-0.5460723609433255
B0010	1	0.15995616709643154	-0.0007975480729255752	-0.5036447285899808	-0.129080585008692	0.762295325041121	0.16556731553250864	-0.37181449444565284	1.6873549492774154	1.683587683579205	-0.7383510616419244	-0.11970498631495809	-2.3774003324104434	-0.18397088318528562	-0.9000829058124986	0.4633494974651534	1.058323145131559	0.4599776345929955	-0.23601116442992734	0.4792159373752282	-1.0684960110318176	-0.19233453408462933	-0.5102869257987961	0.006032293655083021	0.5186808410799626	-0.8976926720317375	0.8653099445089013	-2.4873707542310557	1.2620139868182405	0.15180267888699986	-0.5592358183667197	-0.9394450974474743	0.14457291687004561	1.3269635315302342	-0.24309085818277607	-0.21550724336244714	0.8261019407662674	-1.065545667039457	-0.21284313586288608	0.8124657425839786	0.5145302228380775	0.9157985806044027	1.8261111194478485	-3.5143478125220864	0.7470306124576704	-0.2175276671675551	2.404101059428933	-1.183069518004766	0.1584321691343435	-0.9673817010175821	-0.1551203692544335	1.0179310084124402	-0.5237794886241711	-1.6759808365516078	0.8845362266332698	0.5148673069140882	0.07985420031175373	-0.6958112397460388	-0.3464177608262488	-0.24300486059192858	0.9883492691206116	-0.7290282581450693	-0.9265259994753937	-0.7598709754969494	-1.430309824459274	0.2776565478632182	-1.2276872656197608	-0.22681922986930533	0.16024162350299817	-0.6556688536879032	-0.7149309769747918
